岗位id,城市,公司全名,公司缩写,福利待遇,工作地点,学历要求,工作类型,发布时间,职位名称,薪资,工作年限,公司类型,公司规模,公司阶段
5654795,杭州,浙江钱粒科技有限公司,钱粒科技,"['弹性工作', '扁平管理', '节日福利', '大牛多']",西湖区,大专,市场|商务类,12:59发布,资深信息流优化师,10k-20k,3-5年,移动互联网,150-500人,A轮
6224795,深圳,深圳松茂科技有限公司,松茂科技,"['朝十晚六', '周末双休', '年轻团队', '扁平管理']",宝安区,大专,市场|商务类,12:23发布,海外SEM优化师,12k-20k,1-3年,移动互联网,50-150人,不需要融资
6421972,深圳,OPPO广东移动通信有限公司,OPPO,"['丰厚年终', '扁平管理', '追求极致', '本分']",南山区,本科,开发|测试|运维类,11:02发布,互联网风控技术负责人,20k-40k,3-5年,硬件,2000人以上,不需要融资
6245161,上海,上海倾听信息技术有限公司,蜻蜓FM,"['明星直播', '男女1:1', '带薪年假', '扁平管理']",浦东新区,本科,运营|编辑|客服类,10:04发布,综合运营实习生,2k-3k,应届毕业生,移动互联网,150-500人,D轮及以上
6367647,杭州,观澜网络（杭州）有限公司,丁香园,"['扁平管理', '弹性工作', '期权']",滨江区,本科,销售类,09:54发布,销售助理实习生（丁香医生）,2k-3k,不限,"医疗丨健康,企业服务",500-2000人,D轮及以上
6251623,上海,上海悦易网络信息技术有限公司,爱回收,"['节日礼物', '股票期权', '专项奖金', '带薪年假']",杨浦区,本科,开发|测试|运维类,09:35发布,BI工程师,18k-25k,3-5年,"电商,消费生活",2000人以上,D轮及以上
6096052,广州,广州伦奇信息科技有限公司,广州伦奇在线lunplay,"['节日礼物', '专项奖金', '带薪年假', '绩效奖金']",天河区,大专,运营|编辑|客服类,09:24发布,游戏运营（越南市场）,10k-15k,1-3年,游戏,50-150人,A轮
6418127,广州,美的集团电子商务有限公司,美的电商,"['扁平管理', '团队颜值高', '不打卡', '年度旅游']",番禺区,本科,运营|编辑|客服类,1天前发布,商品运营专员,8k-13k,1-3年,电商,2000人以上,上市公司
5948927,广州,北京传智播客教育科技有限公司,传智播客,"['技能培训', '绩效奖金', '年度旅游', '岗位晋升']",天河区,大专,开发|测试|运维类,15:26发布,人工智能讲师,30k-45k,5-10年,教育,500-2000人,C轮
6352909,深圳,北京联龙博通电子商务技术有限公司,联龙博通,"['节日礼物', '技能培训', '带薪年假', '绩效奖金']",南山区,本科,产品|需求|项目类,14:47发布,采购助理,6k-12k,1-3年,电商,2000人以上,D轮及以上
6423414,北京,北京出师有名教育科技有限公司,出师有名教育,[],丰台区,不限,市场|商务类,14:38发布,SEM助理,5k-8k,1-3年,教育,15-50人,不需要融资
6093273,上海,上海聚胜万合广告有限公司,MediaV,"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",普陀区,本科,市场|商务类,14:38发布,高级客户执行(J10514),6k-10k,1-3年,广告营销,500-2000人,上市公司
4327721,杭州,杭州偶尔科技有限公司,偶尔科技,"['节日礼物', '股票期权', '带薪年假', '岗位晋升']",西湖区,本科,运营|编辑|客服类,14:22发布,社群活动运营,6k-12k,1-3年,电商,150-500人,不需要融资
6422807,成都,四川文轩在线电子商务有限公司,文轩在线,"['节日礼物', '园林式办公', '带薪年假', '绩效奖金']",金牛区,本科,市场|商务类,13:27发布,营销管理,5k-10k,1-3年,电商,150-500人,不需要融资
6406137,杭州,杭州洋驼网络科技有限公司,海拍客,"['股票期权', '带薪年假', '绩效奖金', '年终分红']",西湖区,本科,产品|需求|项目类,10:25发布,搜索产品专家,30k-40k,5-10年,电商,500-2000人,C轮
6264681,佛山,广东新明珠陶瓷集团有限公司,新明珠集团,"['通讯津贴', '定期体检', '提供食宿', '年度旅游']",禅城区,大专,产品|需求|项目类,09:43发布,产品经理（互联网产品方向）,11k-22k,3-5年,房产家居,2000人以上,不需要融资
6372923,广州,广州星体信息科技有限公司,星体科技,[],天河区,大专,运营|编辑|客服类,14:40发布,用户运营主管,6k-10k,1-3年,移动互联网,15-50人,不需要融资
6392652,深圳,深圳飞笛科技有限公司,飞笛科技,"['财经信息', '互联网金融', '智能投顾']",南山区,本科,运营|编辑|客服类,14:16发布,主编,12k-20k,3-5年,"社交,金融",50-150人,B轮
6078910,北京,北京金山网络科技有限公司,猎豹移动,"['带薪年假', '美女前台', '超赞年终奖', '一公里工作圈']",朝阳区,本科,产品|需求|项目类,14:14发布,商业产品经理,15k-30k,3-5年,信息安全,500-2000人,上市公司
5940683,深圳,深圳新房网络科技有限公司,深圳新房网络科技有限公司,"['带薪年假', '定期体检', '年底双薪', '美女多']",南山区,本科,产品|需求|项目类,14:10发布,产品经理,15k-25k,3-5年,不限,500-2000人,未融资
6293543,北京,北京高因科技有限公司,居理新房,"['绩效奖金', '交通补助', '带薪年假', '通讯津贴']",东城区,本科,运营|编辑|客服类,11:50发布,内容运营专员,7k-8k,不限,移动互联网,500-2000人,B轮
6333981,杭州,杭州洋驼网络科技有限公司,海拍客,"['股票期权', '带薪年假', '绩效奖金', '年终分红']",西湖区,大专,运营|编辑|客服类,10:25发布,内容运营,8k-13k,3-5年,电商,500-2000人,C轮
5724153,深圳,深圳市点创游戏科技有限公司,点创游戏科技,"['年底双薪', '绩效奖金', '带薪年假', '周末双休']",南山区,大专,市场|商务类,09:58发布,广告投放经理,12k-18k,1-3年,游戏,15-50人,未融资
6070964,厦门,厦门美图之家科技有限公司,美图公司,"['节日礼物', '与大牛共事', '福利健全', '五险一金']",思明区,本科,产品|需求|项目类,09:50发布,高级产品经理,14k-27k,3-5年,硬件,2000人以上,上市公司
6195233,深圳,深圳市点创游戏科技有限公司,点创游戏科技,"['年底双薪', '绩效奖金', '带薪年假', '周末双休']",南山区,大专,市场|商务类,15:32发布,手游广告投放,12k-18k,1-3年,游戏,15-50人,未融资
6172416,杭州,杭州神兔网络科技有限公司,神兔网络,"['年底双薪', '专项奖金', '提供三餐', '便捷班车']",西湖区,本科,产品|需求|项目类,15:31发布,BI专家,30k-40k,5-10年,游戏,150-500人,不需要融资
6220412,北京,北京掌众科技有限公司,掌众集团,"['技能培训', '节日礼物', '绩效奖金', '年度旅游']",海淀区,本科,开发|测试|运维类,14:53发布,风控总监,40k-70k,5-10年,金融,500-2000人,C轮
6423506,北京,一图一数（北京）科技有限公司,一图一数,"['专项奖金', '年终分红', '带薪年假']",朝阳区,本科,综合职能|高级管理,14:47发布,财务,6k-9k,1-3年,广告营销,50-150人,未融资
6209164,北京,完美世界（北京）软件科技发展有限公司,完美世界,"['绩效奖金', '五险一金', '带薪年假', '年度旅游']",朝阳区,本科,运营|编辑|客服类,14:23发布,资深游戏产品运营（回合制）,10k-20k,不限,游戏,2000人以上,上市公司
6423209,北京,北京京东尚科信息技术有限公司,京东商城,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",大兴区,本科,产品|需求|项目类,14:17发布,产品经理,20k-30k,5-10年,电商,2000人以上,上市公司
6289004,北京,北京趣拿软件科技有限公司,去哪儿网,"['技能培训', '节日礼物', '带薪年假', '试用期全薪']",海淀区,本科,综合职能|高级管理,14:07发布,财务报告高级经理 (MJ003927),20k-30k,5-10年,旅游,2000人以上,不需要融资
4915419,北京,游艺春秋网络科技（北京）有限公司,游艺春秋,"['绩效奖金', '五险一金', '带薪年假', '专项奖金']",海淀区,本科,运营|编辑|客服类,14:03发布,海外运营经理,10k-20k,3-5年,游戏,150-500人,D轮及以上
5346411,深圳,深圳市丰宜科技有限公司,顺丰-丰e足食,"['扁平管理', '技能培训', '岗位晋升', '绩效奖金']",福田区,本科,运营|编辑|客服类,13:45发布,平台运营,10k-20k,3-5年,消费生活,2000人以上,上市公司
6389490,深圳,上海花千树信息科技有限公司北京分公司,世纪佳缘,"['节日礼物', '技能培训', '绩效奖金', '岗位晋升']",福田区,不限,市场|商务类,13:29发布,手机厂商Store及流量商务经理(深圳区域),10k-15k,不限,移动互联网,500-2000人,上市公司
6365331,上海,江苏三莅堂网络科技有限公司,三立网络,[],杨浦区,本科,市场|商务类,13:19发布,市场投放,7k-12k,3-5年,游戏,50-150人,未融资
6399040,深圳,深圳裹动智驾科技有限公司,AutoX,"['弹性工作', '扁平管理']",南山区,本科,开发|测试|运维类,13:02发布,C++后台开发工程师,25k-50k,1-3年,其他,150-500人,B轮
5375136,珠海,北京金山办公软件股份有限公司,金山办公软件,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",香洲区,不限,产品|需求|项目类,10:45发布,稻壳高级商业化产品经理,20k-40k,不限,移动互联网,2000人以上,上市公司
6315927,深圳,腾讯科技（深圳）有限公司,腾讯,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",南山区,本科,产品|需求|项目类,10:05发布,TME-全民K歌 平台产品功能策划组长,15k-20k,5-10年,社交,2000人以上,上市公司
6388169,广州,欧派家居集团股份有限公司,欧派,"['绩效奖金', '五险一金', '通讯津贴', '带薪年假']",白云区,本科,运营|编辑|客服类,09:55发布,电商平台推广专员,6k-8k,不限,"消费生活,硬件",2000人以上,上市公司
5729347,上海,上海喔噻互联网科技有限公司,收钱吧,"['工程师文化', '年轻朝气', '弹性工作', '股票期权']",虹口区,本科,产品|需求|项目类,1天前发布,创新广告 产品经理,15k-30k,3-5年,移动互联网,500-2000人,C轮
5805616,杭州,浙江无端科技股份有限公司,无端科技,"['节日礼物', '弹性工作', '扁平管理', '五险一金']",西湖区,本科,市场|商务类,15:12发布,营销总监,35k-70k,5-10年,游戏,150-500人,C轮
6405301,杭州,杭州萨图西网络有限公司,萨图西网络,[],西湖区,本科,运营|编辑|客服类,14:10发布,增长经理,25k-30k,1-3年,区块链,50-150人,天使轮
5878577,上海,上海壹佰米网络科技有限公司,叮咚买菜,"['弹性工作', '扁平管理', '股票期权', '带薪年假']",浦东新区,本科,运营|编辑|客服类,13:20发布,电商活动策划,15k-25k,5-10年,消费生活,2000人以上,B轮
5953604,广州,广东万丈金数信息技术股份有限公司,万丈金数,"['节日礼物', '带薪年假', '餐补', '岗位晋升']",天河区,本科,市场|商务类,12:53发布,高级广告投放师,10k-15k,3-5年,电商,150-500人,B轮
5761162,成都,成都优卡信息科技有限公司,成都优卡信息科技,"['扁平管理', '年度旅游', '五险一金', '团队年轻']",高新区,大专,运营|编辑|客服类,11:22发布,aso运营,7k-13k,1-3年,金融,150-500人,不需要融资
6421983,深圳,纳才（深圳）信息科技有限公司,纳才信息科技,[],南山区,大专,综合职能|高级管理,11:02发布,会计专员（驻迪拜）海外岗,8k-10k,1-3年,区块链,15-50人,天使轮
6414660,深圳,亿达信息技术（深圳）有限公司,YIDATEC,[],南山区,本科,开发|测试|运维类,15:17发布,python,16k-25k,5-10年,游戏,2000人以上,不需要融资
6272244,深圳,深圳点猫科技有限公司,编程猫,"['专项奖金', '股票期权', '岗位晋升', '年度旅游']",宝安区,大专,市场|商务类,15:11发布,信息流优化师,8k-15k,1-3年,教育,500-2000人,B轮
5924562,杭州,格上出行服务有限公司,格上出行,[],萧山区,大专,市场|商务类,14:38发布,产品规划主任,6k-12k,1-3年,企业服务,500-2000人,不需要融资
6262568,杭州,杭州菲助科技有限公司,英语趣配音,"['技能培训', '节日礼物', '股票期权', '专项奖金']",滨江区,大专,运营|编辑|客服类,14:28发布,社群运营,6k-8k,3-5年,教育,50-150人,B轮
5965531,上海,飞书数字科技（上海）有限公司,飞书互动,"['技能培训', '扁平管理', '五险一金', '弹性工作']",长宁区,本科,开发|测试|运维类,14:13发布,平台及用户运营技术支持高级工程师,10k-18k,1-3年,"社交,广告营销",150-500人,A轮
6422892,枣庄,山东中船经纬信息科技有限公司,山东中船经纬信息科技有限公司,[],薛城区,本科,开发|测试|运维类,13:43发布,算法工程师,6k-8k,不限,移动互联网,15-50人,未融资
6320126,上海,上海晓圈教育科技有限公司,圈外,"['弹性工作', '扁平管理', '专项奖金', '五险一金']",长宁区,本科,市场|商务类,13:27发布,投放总监,30k-50k,5-10年,教育,50-150人,天使轮
6413685,上海,沪江教育科技（上海）股份有限公司,沪江,"['技能培训', '节日礼物', '年底双薪', '专项奖金']",浦东新区,本科,运营|编辑|客服类,09:51发布,广告平台运营专员,8k-10k,不限,教育,500-2000人,D轮及以上
6400496,北京,央视市场研究股份有限公司,CTR,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",西城区,本科,市场|商务类,09:41发布,短视频研究经理,15k-20k,3-5年,广告营销,500-2000人,D轮及以上
6378081,成都,成都顶呱呱投资集团有限公司,顶呱呱,"['技能培训', '带薪年假', '绩效奖金', '岗位晋升']",武侯区,大专,开发|测试|运维类,09:19发布,算法工程师,9k-18k,3-5年,金融,2000人以上,上市公司
6195430,深圳,深圳市点创游戏科技有限公司,点创游戏科技,"['年底双薪', '绩效奖金', '带薪年假', '周末双休']",南山区,大专,市场|商务类,15:32发布,广告投放专员,12k-18k,1-3年,游戏,15-50人,未融资
5741698,深圳,上海聚胜万合广告有限公司,MediaV,"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",南山区,不限,市场|商务类,14:38发布,媒介策略（实习生）(J10479),2k-3k,不限,广告营销,500-2000人,上市公司
5916017,上海,上海头铁网络科技有限公司,小回音,[],虹口区,大专,运营|编辑|客服类,14:31发布,抖音投放专员,8k-12k,1-3年,社交,15-50人,未融资
6369206,重庆,北京无二之旅科技有限公司,无二之旅,"['股票期权', '五险一金', '带薪年假', '弹性工作']",九龙坡区,本科,市场|商务类,14:27发布,海外婚礼婚拍市场专员,4k-8k,1-3年,旅游,150-500人,B轮
5377974,上海,上海东福网络科技有限公司,东方福利网,"['带薪年假', '美女多', '五险一金', '岗位晋升']",长宁区,本科,运营|编辑|客服类,14:01发布,项目主管,8k-12k,3-5年,企业服务,500-2000人,不需要融资
